ticket_id,created_at,resolved_at,status,priority,category,channel,sla_target_hours,customer_id,agent_id,branch_code
T02420,2024-09-05 12:44:00,2024-09-05 21:50:57,Resolved,Low,Login,Chat,72,C14236,A055,ME-GOD
T02421,2024-06-01 00:15:00,2024-06-02 11:55:15,Resolved,Low,Payments,Chat,72,C14183,A011,SA-RAF
T02422,2025-08-06 08:01:00,,Open,High,Login,Phone,24,C14197,A026,SA-ROS
T02423,2024-06-18 13:35:00,2024-06-19 02:55:45,Resolved,Low,Account,Chat,72,C11477,A006,AM-CAB
T02424,2024-09-21 04:22:00,2024-09-21 12:27:12,Resolved,Medium,Login,Phone,48,C12002,A009,ME-MEN
T02425,2024-01-12 02:41:00,2024-01-12 11:35:08,Resolved,Medium,Payments,Chat,48,C14644,A035,LA-ASU
T02426,2025-03-10 09:28:00,2025-03-10 14:01:33,Resolved,Urgent,Delivery,Chat,8,C11546,A060,AM-GBA
T02427,2025-09-06 04:23:00,2025-09-07 09:17:02,Resolved,Medium,Delivery,Chat,48,C11332,A015,AM-GBA
T02428,2024-11-20 13:48:00,2024-11-21 19:31:22,Resolved,Low,Login,Chat,72,C13366,A026,SA-ROS
T02429,2024-06-29 16:01:00,2024-06-30 02:51:51,Resolved,Medium,Returns,Email,48,C13130,A031,LA-MON
T02430,2025-03-23 14:39:00,2025-03-23 19:48:53,Resolved,Medium,Login,Chat,48,C11490,A037,AM-GBA
T02431,2025-05-27 10:38:00,2025-05-27 17:29:36,Resolved,Low,Returns,Phone,72,C11786,A013,LA-ASU
T02432,2024-06-12 14:53:00,2024-06-13 06:14:13,Resolved,Medium,Account,App,48,C10268,A024,SA-ROS
T02433,2024-02-27 10:04:00,2024-02-28 01:00:45,Resolved,Low,Login,Phone,72,C14686,A010,ME-SAN
T02434,2025-08-11 23:42:00,2025-08-12 14:24:52,Resolved,High,Payments,Email,24,C11332,A015,AM-GBA
T02435,2025-09-19 00:43:00,2025-09-19 02:21:37,Resolved,Medium,Account,Chat,48,C11910,A007,AM-GBA
T02436,2025-04-20 22:49:00,2025-04-21 16:13:40,Resolved,Low,Payments,Chat,72,C11578,A057,LA-MON
T02437,2024-02-23 20:37:00,2024-02-24 09:42:37,Resolved,Low,Account,Chat,72,C13735,A056,AM-GBA
T02438,2024-08-21 10:38:00,2024-08-21 20:07:20,Resolved,Medium,Login,Chat,48,C11062,A054,LA-MON
T02439,2025-02-11 21:27:00,,Open,Low,Tech Issue,Email,72,C14148,A003,CÓ-VIL
T02440,2025-07-27 14:48:00,2025-07-27 23:05:59,Resolved,High,Payments,Chat,24,C12910,A023,AM-GBA
T02441,2025-06-09 04:10:00,2025-06-09 22:22:02,Resolved,Low,Payments,Chat,72,C14229,A031,LA-MON
T02442,2025-02-09 15:26:00,2025-02-09 22:01:24,Resolved,High,Returns,Chat,24,C10114,A025,CÓ-RÍO
T02443,2024-05-17 05:46:00,2024-05-17 16:55:38,Resolved,Low,Account,Email,72,C13116,A050,ME-MEN
T02444,2025-05-20 17:28:00,2025-05-20 22:25:34,Resolved,Medium,Payments,Email,48,C13243,A042,ME-MEN
T02445,2025-02-17 14:54:00,2025-02-17 21:14:18,Resolved,Urgent,Login,Email,8,C13904,A008,TU-YER
T02446,2024-06-28 01:31:00,2024-06-28 16:17:11,Resolved,High,Payments,Email,24,C10103,A059,SA-SAN
T02447,2024-09-22 06:12:00,2024-09-23 18:01:43,Resolved,Low,Delivery,Email,72,C11359,A045,LA-ASU
T02448,2024-02-23 13:18:00,2024-02-24 00:08:21,Resolved,Medium,Payments,Chat,48,C12682,A053,SA-SAN
T02449,2025-09-14 16:34:00,2025-09-15 01:59:59,Resolved,Low,Tech Issue,Email,72,C12097,A048,CÓ-CÓR
T02450,2025-03-23 06:22:00,2025-03-23 22:07:43,Resolved,Medium,Account,Email,48,C10768,A045,LA-ASU
T02451,2025-06-20 16:11:00,2025-06-21 03:19:02,Resolved,High,Payments,Email,24,C10324,A057,LA-MON
T02452,2025-03-30 08:11:00,,Open,Low,Login,App,72,C10965,A044,ME-SAN
T02453,2024-09-19 04:16:00,2024-09-20 02:28:06,Resolved,Medium,Payments,Email,48,C12955,A003,CÓ-VIL
T02454,2025-08-19 21:37:00,2025-08-20 12:00:30,Resolved,Medium,Delivery,Email,48,C13679,A020,SA-RAF
T02455,2024-11-13 08:09:00,2024-11-13 22:42:10,Resolved,Low,Account,Chat,72,C13629,A058,AM-CAB
T02456,2024-04-30 23:24:00,2024-05-01 11:02:08,Resolved,Low,Delivery,Phone,72,C14575,A041,ME-SAN
T02457,2025-03-16 08:07:00,2025-03-16 19:53:42,Resolved,Low,Payments,Phone,72,C13037,A046,SA-RAF
T02458,2024-01-07 16:23:00,2024-01-08 00:36:32,Resolved,Medium,Payments,Phone,48,C13810,A005,SA-SAN
T02459,2024-07-21 10:03:00,2024-07-21 15:48:04,Resolved,Low,Returns,Phone,72,C11075,A035,LA-ASU
T02460,2025-04-16 00:15:00,2025-04-16 21:17:41,Resolved,High,Delivery,Phone,24,C10457,A041,ME-SAN
T02461,2025-05-08 20:31:00,2025-05-09 08:37:54,Resolved,High,Payments,Chat,24,C13867,A005,SA-SAN
T02462,2024-12-27 07:31:00,2024-12-27 10:42:13,Resolved,High,Account,Phone,24,C10528,A041,ME-SAN
T02463,2024-05-30 15:42:00,2024-05-31 10:38:04,Resolved,Medium,Returns,Chat,48,C11903,A038,CÓ-VIL
T02464,2025-02-22 19:33:00,2025-02-23 05:58:53,Resolved,Low,Delivery,App,72,C14203,A047,AM-GBA
T02465,2024-04-19 13:25:00,2024-04-20 05:27:11,Resolved,High,Tech Issue,Email,24,C10386,A056,AM-GBA
T02466,2024-10-17 05:26:00,2024-10-18 17:57:20,Resolved,Low,Payments,Chat,72,C11027,A014,LA-MON
T02467,2024-11-23 19:37:00,2024-11-25 04:44:09,Resolved,Medium,Tech Issue,Chat,48,C12154,A004,ME-SAN
T02468,2024-05-17 01:02:00,,Open,Medium,Payments,Phone,48,C12698,A044,ME-SAN
T02469,2025-05-15 18:09:00,,Open,Medium,Login,Email,48,C10079,A049,LA-MON
T02470,2025-02-21 22:20:00,2025-02-22 10:33:23,Resolved,Medium,Tech Issue,Chat,48,C14226,A011,SA-RAF
T02471,2025-07-25 21:36:00,,Open,Medium,Tech Issue,Chat,48,C12468,A004,ME-SAN
T02472,2024-10-06 04:19:00,2024-10-06 12:02:55,Resolved,High,Payments,Email,24,C14527,A033,CÓ-RÍO
T02473,2024-01-07 04:11:00,2024-01-08 03:31:35,Resolved,High,Tech Issue,Chat,24,C11918,A036,SA-RAF
T02474,2024-01-28 01:19:00,2024-01-28 16:04:41,Resolved,Medium,Payments,Chat,48,C11569,A016,LA-ASU
T02475,2024-05-12 12:55:00,2024-05-13 10:29:03,Resolved,Low,Returns,Phone,72,C10491,A033,CÓ-RÍO
T02476,2024-03-27 08:45:00,2024-03-28 11:51:39,Resolved,Low,Account,Phone,72,C11822,A026,SA-ROS
T02477,2024-03-17 16:45:00,,Open,Medium,Login,Chat,48,C11859,A043,ME-MEN
T02478,2025-04-13 06:55:00,2025-04-13 12:44:02,Resolved,Medium,Returns,App,48,C10128,A036,SA-RAF
T02479,2024-01-03 08:20:00,,Open,Low,Delivery,Email,72,C14668,A051,TU-YER
T02480,2024-04-16 20:34:00,2024-04-18 05:06:04,Resolved,Medium,Login,Phone,48,C11986,A050,ME-MEN
T02481,2024-02-06 11:35:00,,Open,Low,Delivery,Phone,72,C10527,A003,CÓ-VIL
T02482,2025-07-30 00:30:00,2025-07-30 07:34:28,Resolved,High,Returns,Email,24,C12226,A026,SA-ROS
T02483,2024-01-10 13:04:00,2024-01-11 10:09:32,Resolved,Low,Login,Chat,72,C14090,A004,ME-SAN
T02484,2024-02-12 00:23:00,2024-02-12 07:13:00,Resolved,Medium,Login,Chat,48,C11512,A029,LA-ASU
T02485,2024-06-22 08:52:00,2024-06-22 12:11:08,Resolved,High,Returns,Phone,24,C14454,A034,TU-SAN
T02486,2025-09-29 08:22:00,2025-09-30 03:01:59,Resolved,Medium,Login,Email,48,C14721,A010,ME-SAN
T02487,2025-01-01 02:53:00,2025-01-01 19:30:02,Resolved,Medium,Login,Email,48,C11901,A012,AM-GBA
T02488,2025-01-30 08:25:00,2025-01-30 17:49:39,Resolved,Medium,Login,Chat,48,C11296,A042,ME-MEN
T02489,2025-07-30 14:03:00,2025-07-31 08:29:44,Resolved,Medium,Tech Issue,Phone,48,C11309,A041,ME-SAN
T02490,2025-08-08 00:32:00,2025-08-09 09:53:27,Resolved,Low,Delivery,Phone,72,C12072,A020,SA-RAF
T02491,2024-08-21 22:26:00,,Open,Low,Payments,App,72,C12634,A012,AM-GBA
T02492,2025-08-28 15:47:00,2025-08-29 04:19:47,Resolved,Low,Tech Issue,Chat,72,C14866,A056,AM-GBA
T02493,2024-11-26 08:17:00,2024-11-27 01:49:27,Resolved,Low,Tech Issue,Chat,72,C10804,A044,ME-SAN
T02494,2024-07-25 10:38:00,2024-07-26 04:36:52,Resolved,Medium,Payments,Chat,48,C13426,A017,LA-SAN
T02495,2024-08-15 13:51:00,2024-08-17 00:32:27,Resolved,Medium,Account,Chat,48,C10567,A049,LA-MON
T02496,2024-01-08 14:07:00,2024-01-09 02:21:18,Resolved,High,Tech Issue,Email,24,C12095,A019,ME-SAN
T02497,2025-04-11 15:52:00,2025-04-12 14:34:26,Resolved,Low,Payments,Chat,72,C11549,A052,SA-ROS
T02498,2025-04-22 00:06:00,2025-04-23 08:26:33,Resolved,Medium,Returns,Email,48,C11219,A058,AM-CAB
T02499,2025-09-07 03:11:00,2025-09-07 16:54:35,Resolved,Medium,Payments,Email,48,C11517,A034,TU-SAN
T02500,2024-03-28 01:36:00,2024-03-28 10:44:27,Resolved,Medium,Account,Email,48,C11590,A026,SA-ROS
T02501,2024-12-21 10:43:00,,Open,High,Other,Email,24,C11072,A004,ME-SAN
T02502,2025-07-02 03:05:00,2025-07-02 21:30:58,Resolved,Low,Delivery,Email,72,C13656,A040,AM-CAB
T02503,2024-03-27 22:14:00,2024-03-28 16:08:59,Resolved,Low,Other,Chat,72,C12696,A031,LA-MON
T02504,2025-07-19 02:59:00,2025-07-19 17:56:53,Resolved,Medium,Payments,Chat,48,C11861,A013,LA-ASU
T02505,2024-06-21 13:14:00,2024-06-22 22:30:30,Resolved,Low,Payments,Phone,72,C14404,A009,ME-MEN
T02506,2024-08-30 17:01:00,,Open,Medium,Delivery,Chat,48,C12800,A054,LA-MON
T02507,2025-05-23 10:28:00,2025-05-24 00:04:58,Resolved,High,Payments,Email,24,C10561,A029,LA-ASU
T02508,2025-06-27 17:54:00,,Open,Medium,Returns,Phone,48,C10032,A001,SA-ROS
T02509,2024-09-15 23:11:00,2024-09-16 13:08:08,Resolved,Low,Payments,Phone,72,C13583,A050,ME-MEN
T02510,2024-02-22 02:24:00,2024-02-23 01:27:33,Resolved,Medium,Other,Phone,48,C12423,A016,LA-ASU
T02511,2024-07-28 07:47:00,2024-07-29 05:12:56,Resolved,Low,Tech Issue,Email,72,C14203,A055,ME-GOD
T02512,2024-08-24 09:43:00,2024-08-24 20:41:20,Resolved,Low,Tech Issue,Phone,72,C13209,A007,AM-GBA
T02513,2025-06-03 08:48:00,2025-06-03 21:35:57,Resolved,Low,Payments,Email,72,C10120,A056,AM-GBA
T02514,2024-02-18 12:00:00,2024-02-18 23:38:53,Resolved,Low,Delivery,Email,72,C12868,A060,AM-GBA
T02515,2025-08-01 07:21:00,,Open,High,Payments,Phone,24,C10357,A011,SA-RAF
T02516,2024-07-19 20:24:00,2024-07-19 21:48:27,Resolved,Medium,Delivery,Email,48,C10598,A026,SA-ROS
T02517,2024-12-22 09:10:00,2024-12-25 04:27:22,Resolved,Low,Payments,Email,72,C14800,A057,LA-MON
T02518,2024-02-02 13:51:00,2024-02-02 18:28:27,Resolved,High,Tech Issue,Phone,24,C14382,A022,LA-MON
T02519,2025-02-27 01:45:00,2025-02-27 19:14:09,Resolved,Medium,Account,Phone,48,C11553,A056,AM-GBA
T02520,2024-12-26 08:20:00,,Open,Low,Tech Issue,Chat,72,C13366,A039,TU-YER
T02521,2024-04-18 22:24:00,2024-04-19 07:57:29,Resolved,Medium,Delivery,Email,48,C12656,A006,AM-CAB
T02522,2025-08-10 13:20:00,2025-08-10 22:41:15,Resolved,Medium,Payments,Email,48,C14583,A003,CÓ-VIL
T02523,2025-08-31 16:56:00,2025-09-01 12:23:57,Resolved,Low,Login,App,72,C13569,A032,AM-CAB
T02524,2025-08-23 23:21:00,2025-08-25 12:30:59,Resolved,Low,Tech Issue,Phone,72,C11169,A042,ME-MEN
T02525,2024-02-28 07:47:00,2024-02-28 21:26:18,Resolved,Medium,Delivery,Chat,48,C13775,A058,AM-CAB
T02526,2024-08-24 18:22:00,2024-08-25 04:13:58,Resolved,Medium,Login,Chat,48,C11225,A004,ME-SAN
T02527,2025-05-07 00:18:00,2025-05-07 15:07:38,Resolved,Medium,Delivery,Chat,48,C11867,A052,SA-ROS
T02528,2025-08-19 13:08:00,2025-08-19 20:29:10,Resolved,High,Payments,Chat,24,C10393,A053,SA-SAN
T02529,2025-06-30 20:17:00,,Open,Medium,Tech Issue,Email,48,C10252,A013,LA-ASU
T02530,2024-12-16 23:25:00,2024-12-18 03:26:58,Resolved,Low,Account,Chat,72,C12276,A037,AM-GBA
T02531,2025-09-29 07:30:00,2025-09-29 19:48:58,Resolved,Low,Login,Phone,72,C10948,A012,AM-GBA
T02532,2024-02-18 21:08:00,2024-02-19 05:44:09,Resolved,High,Login,App,24,C13895,A032,AM-CAB
T02533,2025-08-21 19:49:00,,Open,Low,Payments,Phone,72,C12817,A050,ME-MEN
T02534,2024-12-30 10:16:00,2024-12-31 06:43:08,Resolved,Medium,Returns,Email,48,C13816,A029,LA-ASU
T02535,2024-11-11 15:26:00,2024-11-11 19:41:10,Resolved,Urgent,Payments,Chat,8,C11517,A012,AM-GBA
T02536,2025-06-26 01:58:00,2025-06-26 19:33:39,Resolved,Medium,Login,App,48,C14094,A012,AM-GBA
T02537,2024-03-18 11:42:00,2024-03-19 17:11:05,Resolved,Medium,Returns,Chat,48,C14020,A048,CÓ-CÓR
T02538,2024-09-10 05:14:00,2024-09-10 13:13:09,Resolved,Medium,Returns,Phone,48,C10644,A014,LA-MON
T02539,2024-06-11 03:32:00,2024-06-11 15:14:32,Resolved,Medium,Payments,Email,48,C11972,A018,TU-YER
T02540,2024-04-03 00:43:00,2024-04-04 03:36:46,Resolved,Low,Account,Email,72,C10222,A013,LA-ASU
T02541,2025-07-25 17:16:00,2025-07-26 08:27:03,Resolved,Low,Delivery,Email,72,C12074,A028,SA-SAN
T02542,2025-01-17 05:19:00,2025-01-17 10:10:15,Resolved,Medium,Delivery,Phone,48,C13203,A034,TU-SAN
T02543,2025-09-17 01:36:00,2025-09-17 21:36:14,Resolved,Low,Returns,Email,72,C14486,A015,AM-GBA
T02544,2024-08-05 04:19:00,2024-08-05 08:30:25,Resolved,High,Payments,Chat,24,C12890,A054,LA-MON
T02545,2025-09-17 09:07:00,2025-09-18 02:05:48,Resolved,Low,Account,Chat,72,C10003,A026,SA-ROS
T02546,2025-08-31 06:20:00,2025-09-01 06:32:51,Resolved,High,Payments,Phone,24,C13854,A024,SA-ROS
T02547,2024-02-10 09:05:00,2024-02-11 00:07:28,Resolved,Medium,Login,Chat,48,C12696,A038,CÓ-VIL
T02548,2025-07-07 19:28:00,2025-07-08 15:32:41,Resolved,Medium,Returns,Chat,48,C11721,A041,ME-SAN
T02549,2025-08-04 23:05:00,,Open,Medium,Tech Issue,Chat,48,C14947,A054,LA-MON
T02550,2024-01-24 11:32:00,2024-01-25 04:34:10,Resolved,Medium,Payments,Phone,48,C11656,A052,SA-ROS
T02551,2025-03-16 00:30:00,2025-03-16 10:20:16,Resolved,High,Delivery,Chat,24,C14011,A025,CÓ-RÍO
T02552,2024-01-08 10:32:00,,Open,Low,Payments,Email,72,C11406,A060,AM-GBA
T02553,2024-05-27 17:00:00,2024-05-29 02:46:30,Resolved,Medium,Delivery,Chat,48,C13714,A002,CÓ-VIL
T02554,2024-05-08 12:06:00,2024-05-08 19:10:32,Resolved,Low,Tech Issue,Phone,72,C11156,A027,LA-MON
T02555,2024-04-25 10:22:00,2024-04-25 15:50:50,Resolved,Medium,Account,App,48,C13569,A050,ME-MEN
T02556,2024-11-24 09:26:00,,Open,Low,Delivery,Chat,72,C10865,A016,LA-ASU
T02557,2024-12-03 07:19:00,2024-12-03 16:45:49,Resolved,Low,Login,Phone,72,C11223,A005,SA-SAN
T02558,2025-01-01 22:37:00,2025-01-02 17:58:11,Resolved,Low,Delivery,Email,72,C14212,A012,AM-GBA
T02559,2025-05-14 01:12:00,2025-05-15 21:15:06,Resolved,Medium,Payments,App,48,C13680,A006,AM-CAB
T02560,2024-02-14 01:19:00,2024-02-14 12:28:38,Resolved,Medium,Other,Email,48,C11231,A041,ME-SAN
T02561,2025-09-29 09:36:00,2025-09-30 15:21:53,Resolved,Low,Delivery,Chat,72,C12507,A020,SA-RAF
T02562,2025-01-29 06:23:00,2025-01-29 13:53:32,Resolved,Medium,Tech Issue,Phone,48,C14893,A050,ME-MEN
T02563,2025-06-09 02:34:00,2025-06-09 07:03:49,Resolved,Medium,Payments,Chat,48,C14772,A011,SA-RAF
T02564,2024-05-23 16:09:00,2024-05-24 06:53:38,Resolved,Medium,Login,Chat,48,C13781,A060,AM-GBA
T02565,2025-05-25 08:09:00,2025-05-25 12:10:50,Resolved,Low,Payments,Email,72,C11934,A032,AM-CAB
T02566,2024-11-30 11:59:00,2024-11-30 21:39:59,Resolved,Low,Account,Email,72,C11981,A049,LA-MON
T02567,2025-02-02 19:18:00,2025-02-03 05:47:45,Resolved,High,Login,Email,24,C11916,A006,AM-CAB
T02568,2025-02-14 07:21:00,2025-02-14 09:37:50,Resolved,High,Delivery,Chat,24,C14738,A033,CÓ-RÍO
T02569,2024-05-05 01:02:00,2024-05-05 07:35:31,Resolved,Low,Account,App,72,C10386,A027,LA-MON
T02570,2024-12-06 03:30:00,,Open,Medium,Returns,Email,48,C14278,A013,LA-ASU
T02571,2025-07-15 00:32:00,2025-07-16 00:49:59,Resolved,Low,Delivery,Chat,72,C11386,A039,TU-YER
T02572,2025-07-11 11:11:00,,Open,Low,Payments,Phone,72,C12613,A014,LA-MON
T02573,2024-10-28 05:07:00,2024-10-28 11:53:43,Resolved,Medium,Login,Phone,48,C11346,A020,SA-RAF
T02574,2024-01-23 12:13:00,2024-01-23 23:36:24,Resolved,Medium,Delivery,Chat,48,C11228,A011,SA-RAF
T02575,2024-04-23 10:36:00,,Open,Low,Login,Chat,72,C13568,A005,SA-SAN
T02576,2025-08-15 17:08:00,,Open,High,Account,Chat,24,C14674,A023,AM-GBA
T02577,2025-01-15 16:53:00,2025-01-17 12:39:56,Resolved,Low,Delivery,Chat,72,C10894,A003,CÓ-VIL
T02578,2025-02-22 08:27:00,2025-02-23 00:26:37,Resolved,Medium,Returns,Email,48,C10856,A051,TU-YER
T02579,2025-08-12 00:21:00,,Open,Medium,Tech Issue,Email,48,C10282,A003,CÓ-VIL
T02580,2025-03-02 18:34:00,2025-03-03 19:26:19,Resolved,Low,Payments,Chat,72,C11934,A032,AM-CAB
T02581,2024-12-21 14:25:00,2024-12-21 17:01:45,Resolved,Medium,Delivery,Phone,48,C11110,A054,LA-MON
T02582,2024-11-28 19:50:00,2024-11-29 00:00:03,Resolved,High,Account,Phone,24,C12944,A057,LA-MON
T02583,2025-07-14 07:00:00,2025-07-14 14:10:21,Resolved,High,Payments,Chat,24,C10687,A042,ME-MEN
T02584,2025-04-21 13:54:00,2025-04-22 02:30:52,Resolved,Medium,Other,Email,48,C13299,A029,LA-ASU
T02585,2025-05-04 06:42:00,2025-05-04 18:46:29,Resolved,Medium,Delivery,Chat,48,C11062,A019,ME-SAN
T02586,2024-05-16 10:09:00,2024-05-17 00:29:37,Resolved,High,Delivery,App,24,C14691,A057,LA-MON
T02587,2025-06-23 08:40:00,2025-06-23 10:21:56,Resolved,Urgent,Tech Issue,Chat,8,C10437,A024,SA-ROS
T02588,2025-07-27 18:10:00,2025-07-28 17:49:22,Resolved,Medium,Login,Phone,48,C13561,A043,ME-MEN
T02589,2025-08-17 22:16:00,2025-08-19 20:51:02,Resolved,Low,Account,Chat,72,C12037,A011,SA-RAF
T02590,2025-04-05 18:26:00,2025-04-06 22:48:03,Resolved,Low,Payments,Email,72,C10945,A015,AM-GBA
T02591,2025-08-04 01:53:00,2025-08-04 03:57:28,Resolved,High,Other,Email,24,C13996,A034,TU-SAN
T02592,2025-06-03 12:29:00,2025-06-03 18:17:54,Resolved,High,Tech Issue,Phone,24,C12066,A037,AM-GBA
T02593,2024-07-25 06:36:00,2024-07-26 08:08:36,Resolved,Medium,Login,Chat,48,C12568,A015,AM-GBA
T02594,2024-07-14 20:14:00,2024-07-15 01:42:00,Resolved,Medium,Other,Chat,48,C12578,A031,LA-MON
T02595,2025-09-02 12:06:00,2025-09-04 05:52:08,Resolved,Medium,Payments,Email,48,C12107,A028,SA-SAN
T02596,2024-07-16 11:52:00,2024-07-17 20:14:05,Resolved,Low,Delivery,Chat,72,C10856,A037,AM-GBA
T02597,2024-01-29 14:25:00,2024-01-30 08:16:52,Resolved,Low,Delivery,Email,72,C11835,A059,SA-SAN
T02598,2024-08-18 03:39:00,2024-08-18 07:47:38,Resolved,Urgent,Login,Chat,8,C14352,A032,AM-CAB
T02599,2024-09-30 00:05:00,2024-09-30 07:56:40,Resolved,Low,Delivery,Chat,72,C12696,A046,SA-RAF
T02600,2025-03-08 06:49:00,2025-03-10 08:12:59,Resolved,Medium,Delivery,Email,48,C10382,A016,LA-ASU
T02601,2025-06-26 18:06:00,2025-06-27 15:10:52,Resolved,Low,Tech Issue,Email,72,C13010,A046,SA-RAF
T02602,2024-10-01 23:22:00,2024-10-03 03:26:32,Resolved,Low,Account,Chat,72,C13130,A054,LA-MON
T02603,2024-07-05 16:26:00,2024-07-06 11:13:25,Resolved,Low,Tech Issue,Chat,72,C14403,A005,SA-SAN
T02604,2025-03-08 02:10:00,2025-03-08 21:42:38,Resolved,Low,Returns,Chat,72,C12616,A020,SA-RAF
T02605,2024-08-27 21:04:00,2024-08-28 12:59:14,Resolved,Low,Payments,Email,72,C14242,A059,SA-SAN
T02606,2024-02-02 23:54:00,2024-02-03 02:30:25,Resolved,Urgent,Returns,Email,8,C13916,A046,SA-RAF
T02607,2025-03-22 11:46:00,2025-03-23 03:29:58,Resolved,Low,Tech Issue,Chat,72,C12423,A016,LA-ASU
T02608,2024-08-28 10:23:00,,Open,Low,Login,Email,72,C10707,A060,AM-GBA
T02609,2024-12-09 09:02:00,2024-12-10 03:17:02,Resolved,Low,Delivery,Email,72,C13146,A005,SA-SAN
T02610,2024-08-05 08:45:00,2024-08-06 09:23:19,Resolved,Low,Payments,Phone,72,C11431,A007,AM-GBA
T02611,2025-01-06 06:58:00,2025-01-06 16:26:47,Resolved,Urgent,Account,Email,8,C12907,A033,CÓ-RÍO
T02612,2024-06-20 16:14:00,2024-06-20 22:08:36,Resolved,Low,Delivery,Email,72,C14164,A042,ME-MEN
T02613,2024-11-30 03:24:00,2024-11-30 15:41:42,Resolved,Urgent,Payments,Chat,8,C12695,A011,SA-RAF
T02614,2024-12-25 11:41:00,2024-12-25 18:24:45,Resolved,Low,Returns,Chat,72,C12553,A034,TU-SAN
T02615,2025-05-11 16:36:00,2025-05-12 13:04:48,Resolved,Low,Login,Email,72,C12381,A053,SA-SAN
T02616,2024-01-07 06:01:00,2024-01-08 04:31:34,Resolved,Low,Login,Chat,72,C12434,A021,LA-LIM
T02617,2024-02-02 18:49:00,2024-02-03 01:41:34,Resolved,Medium,Login,Chat,48,C13547,A012,AM-GBA
T02618,2024-11-30 12:04:00,2024-11-30 21:55:10,Resolved,High,Account,Email,24,C10587,A056,AM-GBA
T02619,2025-05-05 07:26:00,2025-05-05 11:26:52,Resolved,Low,Delivery,Chat,72,C11377,A044,ME-SAN
T02620,2024-03-13 05:32:00,2024-03-13 20:23:46,Resolved,Medium,Tech Issue,Chat,48,C14327,A019,ME-SAN
T02621,2025-06-28 11:50:00,2025-06-28 19:02:33,Resolved,High,Tech Issue,Email,24,C12549,A038,CÓ-VIL
T02622,2024-05-23 18:31:00,2024-05-26 17:50:10,Resolved,Low,Account,Phone,72,C11412,A008,TU-YER
T02623,2024-12-03 11:46:00,2024-12-04 21:03:07,Resolved,Low,Login,Email,72,C13585,A040,AM-CAB
T02624,2025-01-16 14:00:00,2025-01-16 18:46:39,Resolved,Low,Payments,Chat,72,C13206,A020,SA-RAF
T02625,2024-06-18 05:34:00,2024-06-18 19:08:49,Resolved,Medium,Account,Chat,48,C12862,A050,ME-MEN
T02626,2024-06-05 19:29:00,2024-06-06 07:33:33,Resolved,Medium,Returns,Chat,48,C12115,A004,ME-SAN
T02627,2024-08-13 16:35:00,,Open,High,Returns,Chat,24,C10216,A017,LA-SAN
T02628,2025-03-18 06:12:00,2025-03-19 05:28:21,Resolved,Medium,Returns,Email,48,C14337,A053,SA-SAN
T02629,2024-11-03 00:18:00,2024-11-03 09:03:57,Resolved,Low,Login,Email,72,C11001,A028,SA-SAN
T02630,2024-11-03 23:58:00,2024-11-04 05:23:43,Resolved,Medium,Login,Email,48,C13460,A031,LA-MON
T02631,2025-05-27 08:51:00,2025-05-27 13:09:17,Resolved,High,Delivery,Email,24,C13156,A015,AM-GBA
T02632,2024-06-09 15:30:00,2024-06-09 23:18:36,Resolved,Medium,Payments,Email,48,C13320,A036,SA-RAF
T02633,2024-10-15 15:23:00,2024-10-15 22:21:44,Resolved,Medium,Account,Email,48,C10657,A035,LA-ASU
T02634,2025-09-02 06:34:00,2025-09-02 17:22:37,Resolved,Medium,Other,Chat,48,C12179,A060,AM-GBA
T02635,2024-09-17 03:02:00,2024-09-17 13:31:34,Resolved,Low,Payments,Chat,72,C12978,A043,ME-MEN
T02636,2025-08-01 18:04:00,2025-08-01 23:32:04,Resolved,Medium,Delivery,Chat,48,C14974,A057,LA-MON
T02637,2025-01-09 10:00:00,2025-01-09 19:43:46,Resolved,Medium,Delivery,Email,48,C13246,A033,CÓ-RÍO
T02638,2025-04-21 08:28:00,2025-04-22 00:10:34,Resolved,Low,Delivery,Chat,72,C12360,A018,TU-YER
T02639,2024-02-18 04:14:00,2024-02-19 15:19:30,Resolved,Low,Login,Chat,72,C11362,A034,TU-SAN
T02640,2024-10-09 04:12:00,2024-10-09 09:15:22,Resolved,Medium,Payments,Chat,48,C13510,A005,SA-SAN
T02641,2024-08-04 11:39:00,2024-08-05 03:14:56,Resolved,High,Delivery,Phone,24,C10424,A050,ME-MEN
T02642,2024-01-26 13:01:00,2024-01-26 18:53:14,Resolved,Medium,Delivery,Phone,48,C12435,A030,CÓ-CÓR
T02643,2025-04-14 01:35:00,2025-04-14 14:13:10,Resolved,Medium,Delivery,Email,48,C14508,A015,AM-GBA
T02644,2024-03-07 01:31:00,,Open,Medium,Tech Issue,Chat,48,C11927,A033,CÓ-RÍO
T02645,2024-09-27 10:40:00,2024-09-28 14:42:54,Resolved,Low,Account,Chat,72,C13294,A033,CÓ-RÍO
T02646,2025-07-14 01:04:00,,Open,Low,Returns,Email,72,C12622,A037,AM-GBA
T02647,2024-03-22 05:24:00,2024-03-22 18:36:16,Resolved,Medium,Delivery,Email,48,C13367,A021,LA-LIM
T02648,2025-05-16 02:57:00,2025-05-16 08:38:47,Resolved,High,Returns,Chat,24,C10798,A030,CÓ-CÓR
T02649,2025-04-30 05:26:00,,Open,Medium,Payments,Chat,48,C13791,A047,AM-GBA
